Temp_Celcius,Synthesis_Duration_h,Scale_synthesis_ml,Precurcor_conc_mM,Capping agent concentration_mg/mL,Reducing agent quantity mL,UVVIs PEAKS nm,core size (nm),exposure dose concentration mg/mL,Exposure duration  (h),Bacteria reduction mm,Process_encoded,Steps_encoded,External_energy_encoded,Stirring_encoded,NEW_Capping agent_encoded,NEW_capping agent_Class_encoded,NEW_reducing agent_encoded,NEW_reducing agent_class_encoded,Order of reagent_CODE_encoded,treatment_encoded,shape_encoded,Method of determination_size_encoded,bacterial  Culture medium_encoded,bacterial  Species_encoded
25.0,4.0,110.0,7.0,91.0,6.0,430.0,25.0,0.36,24.0,18.5,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,62.0,7.0,91.0,10.0,430.0,25.0,0.18,24.0,14.9,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,4.0,85.0,7.0,91.0,8.0,430.0,25.0,0.36,24.0,14.8,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
121.0,0.25,100.0,1.0,1.0,10.0,410.0,5.36,0.015,24.0,16.0,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Staphylococcus
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.03,24.0,17.75,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Staphylococcus
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.03,24.0,25.25,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Escherichia coli
25.0,24.0,100.0,1.0,20.0102,100.0,440.0,5.4,162.0022,24.0,11.46,Aeromonas,Actinomycetes,Aspergillus,Aeromonas,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Calcateuticals anitratus,Candida,Acinetobacter,Escherichia coli
25.0,4.0,100.0,7.0,91.0,10.0,430.0,25.0,0.36,24.0,15.1,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.045,24.0,22.16,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Staphylococcus
121.0,0.25,100.0,1.0,1.0,10.0,410.0,5.36,0.015,24.0,14.16,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Escherichia coli
121.0,0.25,100.0,1.0,1.0,10.0,410.0,5.36,0.03,24.0,15.11,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Klebsiella
121.0,0.25,100.0,1.0,1.0,10.0,410.0,5.36,0.015,24.0,12.65,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Klebsiella
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.045,24.0,25.9,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Klebsiella
30.0,0.16,41.0,1.0,10.0,1.0,428.5,18.0,0.106,24.0,9.0,Aspergillus,Actinomycetes,Actinomycetes,Bacillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
30.0,0.16,41.0,1.0,10.0,1.0,428.5,18.0,0.106,24.0,9.0,Aspergillus,Actinomycetes,Actinomycetes,Bacillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Klebsiella
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.045,24.0,23.85,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Escherichia coli
121.0,0.25,100.0,1.0,1.0,10.0,410.0,5.36,0.03,24.0,5.85,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Pseudomonas
121.0,0.25,100.0,1.0,100.8,10.0,410.0,5.36,0.015,24.0,4.45,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Pseudomonas
121.0,0.25,100.0,1.0,1.0,10.0,410.0,5.36,0.045,24.0,6.45,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Pseudomonas
25.0,24.0,140.0,1.0,50.0,100.0,425.0,102.0,0.6508,36.0,12.0,Aspergillus,Actinomycetes,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Clostridiumhaemolyticum,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
25.0,24.0,140.0,1.0,50.0,64.0,425.0,102.0,0.24659999999999999,36.0,14.0,Aspergillus,Actinomycetes,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Clostridiumhaemolyticum,Calcateuticals anitratus,Calcateuticals anitratus,Bacillus
25.0,24.0,140.0,1.0,50.0,64.0,425.0,102.0,0.24659999999999999,36.0,16.0,Aspergillus,Actinomycetes,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Bacillus
25.0,24.0,175.0,1.0,50.0,32.0,475.0,102.0,0.8638,36.0,14.0,Aspergillus,Actinomycetes,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Aspergillus,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
25.0,24.0,160.0,1.0,50.0,100.0,425.0,102.0,0.6508,36.0,14.0,Aspergillus,Actinomycetes,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
25.0,24.0,150.0,1.0,50.0,32.0,475.0,102.0,0.8638,36.0,14.0,Aspergillus,Actinomycetes,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Aspergillus,Calcateuticals anitratus,Calcateuticals anitratus,Bacillus
25.0,3.0,150.0,3.0,50.0,5.0,430.0,50.0,0.062,24.0,9.43,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Listeria monocytogenes
25.0,3.0,150.0,3.0,50.0,5.0,430.0,50.0,1.0,24.0,12.03,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Salmonella
25.0,48.0,90.0,1.0,250.0,10.0,400.0,18.0,0.5,24.0,15.0,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Calcateuticals anitratus,Candida,Aeromonas,Pseudomonas
25.0,3.0,125.0,3.0,50.0,5.0,430.0,50.0,0.031,24.0,8.1,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Listeria monocytogenes
25.0,3.0,130.0,3.0,50.0,5.0,430.0,50.0,0.25,24.0,10.1,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Salmonella
25.0,3.5,130.0,3.0,50.0,5.0,430.0,50.0,0.25,24.0,10.4,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Staphylococcus
25.0,3.0,150.0,3.0,50.0,5.0,430.0,50.0,0.5,24.0,10.57,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Listeria monocytogenes
25.0,3.0,150.0,3.0,50.0,5.0,430.0,50.0,0.125,24.0,9.63,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Listeria monocytogenes
25.0,3.0,130.0,3.0,50.0,5.0,430.0,50.0,0.125,24.0,9.63,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Salmonella
25.0,3.0,130.0,3.0,50.0,5.0,430.0,50.0,1.0,24.0,11.07,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Staphylococcus
25.0,24.0,118.0,3.0,50.0,5.0,430.0,50.0,0.062,24.0,9.67,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Staphylococcus
25.0,24.0,118.0,3.0,50.0,5.0,430.0,50.0,0.031,24.0,9.13,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Staphylococcus
25.0,48.0,180.0,1.0,250.0,10.0,400.0,18.0,0.5,24.0,19.0,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Agrobacterium tumefaciens,Calcateuticals anitratus,Aeromonas,Klebsiella
25.0,3.0,125.0,3.0,50.0,5.0,430.0,50.0,0.062,24.0,7.7,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Escherichia coli
25.0,48.0,84.0,1.0,250.0,11.0,408.0,19.4,0.5,24.0,14.0,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Calcateuticals anitratus,Candida,Aeromonas,Acinetobacter
25.0,3.0,150.0,3.0,50.0,5.0,430.0,50.0,0.25,24.0,9.97,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Listeria monocytogenes
25.0,3.0,130.0,3.0,50.0,5.0,430.0,50.0,0.062,24.0,9.37,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Salmonella
25.0,3.0,112.0,3.0,50.0,5.0,430.0,50.0,0.031,24.0,8.17,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Salmonella
25.0,3.0,130.0,3.0,50.0,5.0,430.0,50.0,0.5,24.0,10.87,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Staphylococcus
25.0,3.5,112.0,3.0,50.0,5.0,430.0,50.0,0.125,24.0,10.17,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Staphylococcus
25.0,48.0,212.0,1.0,250.0,10.0,400.0,18.0,0.5,24.0,18.0,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Agrobacterium tumefaciens,Calcateuticals anitratus,Aeromonas,Acinetobacter
25.0,4.0,70.0,7.0,91.0,10.0,430.0,25.0,0.09,24.0,10.1,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Enterococcus
25.0,3.0,150.0,1.0,100.0,49.0,450.0,48.0,10.0,24.0,18.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Calcateuticals anitratus,Bacillus,Aspergillus,Staphylococcus
25.0,3.0,125.0,3.0,50.0,5.0,430.0,50.0,0.5,24.0,9.7,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Escherichia coli
25.0,3.0,150.0,3.0,50.0,5.0,430.0,50.0,1.0,24.0,12.17,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Listeria monocytogenes
25.0,3.0,130.0,3.0,50.0,5.0,430.0,50.0,0.5,24.0,10.57,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Salmonella
60.0,4.0,11.0,5.0,10.0,1.0,430.0,56.0,0.5,24.0,20.65,Acinetobacter,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Bacillus,Acinetobacter,Acinetobacter
25.0,48.0,94.0,4.0,250.0,14.0,400.0,18.0,0.5,24.0,15.0,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Calcateuticals anitratus,Candida,Aeromonas,Klebsiella
25.0,48.0,180.0,1.0,250.0,10.0,400.0,18.0,0.5,24.0,19.0,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Agrobacterium tumefaciens,Calcateuticals anitratus,Aeromonas,Pseudomonas
25.0,3.0,125.0,3.0,50.0,5.0,430.0,50.0,0.125,24.0,9.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Escherichia coli
25.0,48.0,114.0,4.0,250.0,12.0,400.0,18.0,0.5,24.0,22.0,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Calcateuticals anitratus,Candida,Aeromonas,Pseudomonas
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.5,24.0,11.17,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Staphylococcus
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.5,24.0,8.17,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Bacillus
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.25,24.0,8.33,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Pseudomonas
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.5,24.0,9.17,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Escherichia coli
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.75,24.0,11.17,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Escherichia coli
25.0,24.0,100.0,1.0,20.0102,100.0,440.0,5.4,68.00019999999999,24.0,12.0,Aeromonas,Actinomycetes,Aspergillus,Aeromonas,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Calcateuticals anitratus,Candida,Acinetobacter,Salmonella
24.0,2.5,95.0,1.0,100.0,7.0,430.0,17.4,0.5,24.0,8.4,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
25.0,4.0,70.0,7.0,91.0,10.0,430.0,25.0,0.045,24.0,9.9,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Enterococcus
25.0,4.0,70.0,7.0,91.0,10.0,430.0,25.0,0.0225,24.0,7.0,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Enterococcus
25.0,4.0,70.0,7.0,91.0,10.0,430.0,25.0,0.18,24.0,11.2,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Enterococcus
25.0,4.0,80.0,7.0,91.0,9.0,430.0,25.0,0.09,24.0,13.1,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,80.0,7.0,91.0,9.0,430.0,25.0,0.0225,24.0,8.7,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,62.0,7.0,91.0,10.0,430.0,25.0,0.0225,24.0,12.2,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,24.0,86.0,1.1,15.24,100.0,405.0,14.0,0.11272,24.0,11.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Pseudomonas
25.0,24.0,142.0,6.0,0.08,63.0,418.0,24.0,0.62133,24.0,40.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,12.0,10.0,1.5,100.0,1.0,420.0,27.17,0.15,24.0,27.7,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
25.0,3.0,125.0,3.0,50.0,5.0,430.0,50.0,0.25,24.0,9.2,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Escherichia coli
25.0,12.0,10.0,1.5,100.0,1.0,420.0,27.17,0.15,24.0,13.41,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,48.0,92.0,1.0,250.0,12.0,400.0,18.0,0.5,24.0,14.0,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Calcateuticals anitratus,Candida,Aeromonas,Klebsiella
60.0,4.0,11.0,5.0,10.0,1.0,430.0,56.0,0.5,24.0,15.12,Acinetobacter,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Bacillus,Acinetobacter,Streptococcus
25.0,3.0,125.0,3.0,50.0,5.0,430.0,50.0,0.031,24.0,8.5,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Escherichia coli
25.0,3.0,150.0,3.0,50.0,5.0,430.0,50.0,1.0,24.0,10.2,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Acinetobacter,Campylobacter,Aeromonas,Aspergillus,Escherichia coli
25.0,12.0,10.0,1.5,100.0,1.0,420.0,27.17,0.15,24.0,17.52,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,4.0,70.0,7.0,91.0,10.0,430.0,25.0,0.045,24.0,9.2,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Enterococcus
25.0,4.0,80.0,7.0,91.0,9.0,430.0,25.0,0.0225,24.0,12.8,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,24.0,164.0,1.1,15.24,100.0,406.0,9.0,0.11628,24.0,12.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,3.0,150.0,1.0,100.0,15.0,450.0,48.0,10.0,24.0,16.0,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Calcateuticals anitratus,Bacillus,Aspergillus,Escherichia coli
80.0,2.0,20.0,1.5,40.0,10.0,420.0,10.0,0.08,24.0,7.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
80.0,2.0,20.0,1.5,40.0,10.0,420.0,10.0,0.04,24.0,7.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
80.0,2.0,20.0,1.5,40.0,10.0,420.0,10.0,0.02,24.0,7.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
