Process,Steps,External_energy,Temp_Celcius,Stirring,Synthesis_Duration_h,Scale_synthesis_ml,Precurcor_conc_mM,NEW_Capping agent,NEW_capping agent_Class,NEW_reducing agent,NEW_reducing agent_class,Capping agent concentration_mg/mL,Reducing agent quantity mL,Order of reagent_CODE,treatment,UVVIs PEAKS nm,shape,core size (nm),Method of determination_size,exposure dose concentration mg/mL,Exposure duration  (h),bacterial  Culture medium,bacterial  Species,Bacteria reduction mm
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.1,24,MuellerHinton,Bacillus,15
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.15,24,MuellerHinton,Bacillus,17
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.2,24,MuellerHinton,Bacillus,18
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.25,24,MuellerHinton,Bacillus,20
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.3,24,MuellerHinton,Bacillus,21
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.05,24,MuellerHinton,Streptococcus,12
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.1,24,MuellerHinton,Streptococcus,14
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.15,24,MuellerHinton,Streptococcus,15
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.2,24,MuellerHinton,Streptococcus,17
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.25,24,MuellerHinton,Streptococcus,18
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.3,24,MuellerHinton,Streptococcus,20
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.05,24,MuellerHinton,Escherichia coli,16
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.1,24,MuellerHinton,Escherichia coli,17
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.15,24,MuellerHinton,Escherichia coli,19
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.2,24,MuellerHinton,Escherichia coli,21
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.25,24,MuellerHinton,Escherichia coli,23
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.3,24,MuellerHinton,Escherichia coli,25
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.05,24,MuellerHinton,Pseudomonas,19
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.1,24,MuellerHinton,Pseudomonas,21
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.15,24,MuellerHinton,Pseudomonas,22
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.2,24,MuellerHinton,Pseudomonas,23
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.25,24,MuellerHinton,Pseudomonas,26
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.3,24,MuellerHinton,Pseudomonas,28
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.05,24,MuellerHinton,Salmonella,17
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.1,24,MuellerHinton,Salmonella,19
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.15,24,MuellerHinton,Salmonella,20
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.2,24,MuellerHinton,Salmonella,21
phytosynthesis,single,No,25,Mechanic,2.5,10,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.25,24,MuellerHinton,Salmonella,24
phytosynthesis,single,No,25,No,54,100,1,plant,organic,plant,organic,?,?,AB,washed,420,spherical,36.5,TEM,0.3,24,MuellerHinton,Salmonella,26
micosynthesis,single,No,25,No,54,100,2,fungal extract,organic,fungal extract,organic,?,20,BA,washed,450,Spherical;oval,45,TEM,0.05,24,MuellerHinton,Escherichia coli,17
micosynthesis,single,No,25,No,54,100,2,fungal extract,organic,fungal extract,organic,?,20,BA,washed,450,Spherical;oval,45,TEM,0.05,24,MuellerHinton,Shigella flexneri,18
micosynthesis,single,No,25,No,54,100,2,fungal extract,organic,fungal extract,organic,?,20,BA,washed,450,Spherical;oval,45,TEM,0.05,24,MuellerHinton,Salmonella,14
micosynthesis,single,No,25,No,54,100,2,fungal extract,organic,fungal extract,organic,?,20,BA,washed,450,Spherical;oval,45,TEM,0.05,24,MuellerHinton,Listeria monocytogenes,13
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,potato dextrose medium,Aspergillus,1.2
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,potato dextrose medium,Aspergillus,1.3
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,potato dextrose medium,Aspergillus,1.9
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,potato dextrose medium,Cladosporium_Acremonium,0.8
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,potato dextrose medium,Epicoccum,1.2
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,potato dextrose medium,Trichoderma,1.1
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,potato dextrose medium,Rhizopus oligosporus,1
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Pseudomonas,0.7
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Pseudomonas,1
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Pseudomonas,0.9
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Mycobacterium,0.5
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Legionella,0.9
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Aeromonas,0.4
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Klebsiella,0.6
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Campylobacter,1
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Helicobacter pylori,0.5
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.05,72,Agar,Staphylococcus,1
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,potato dextrose medium,Aspergillus,2.6
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,potato dextrose medium,Aspergillus,1.9
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,potato dextrose medium,Aspergillus,2.2
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,potato dextrose medium,Cladosporium_Acremonium,1.6
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,potato dextrose medium,Epicoccum,2.7
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,potato dextrose medium,Trichoderma,1.4
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,potato dextrose medium,Rhizopus oligosporus,1.5
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Pseudomonas,1
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Pseudomonas,1.2
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Pseudomonas,1.3
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Mycobacterium,1.4
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Legionella,1.7
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Aeromonas,1.1
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Klebsiella,1.2
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Campylobacter,1.5
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Helicobacter pylori,1.1
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.1,72,Agar,Staphylococcus,2
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,potato dextrose medium,Aspergillus,3.5
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,potato dextrose medium,Aspergillus,3.9
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,potato dextrose medium,Aspergillus,3
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,potato dextrose medium,Cladosporium_Acremonium,1.8
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,potato dextrose medium,Epicoccum,3.4
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,potato dextrose medium,Trichoderma,1.9
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,potato dextrose medium,Rhizopus oligosporus,2.8
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Pseudomonas,1.7
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Pseudomonas,1.8
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Pseudomonas,1.5
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Mycobacterium,2
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Legionella,2.1
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Aeromonas,1.8
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Klebsiella,5
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Campylobacter,2.5
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Helicobacter pylori,2.3
phytosynthesis,single,No,25,Mechanic,1,100,1,plant,organic,plant,organic,50,10,BA,no,432,spherical,50,TEM,0.17,72,Agar,Staphylococcus,2.5
phytosynthesis,single,Heating,70,No,0.33,215,1,plant,organic,plant,organic,0.7,15,AB,washed,430,spherical,24,TEM,0.0125,24,MuellerHinton,Pseudomonas,16
phytosynthesis,single,Heating,70,No,0.33,215,1,plant,organic,plant,organic,0.7,15,AB,washed,430,spherical,24,TEM,0.025,24,MuellerHinton,Pseudomonas,18
phytosynthesis,single,Heating,70,No,0.33,215,1,plant,organic,plant,organic,0.7,15,AB,washed,430,spherical,24,TEM,0.05,24,MuellerHinton,Pseudomonas,21
phytosynthesis,single,Heating,70,No,0.33,215,1,plant,organic,plant,organic,0.7,15,AB,washed,430,spherical,24,TEM,0.1,24,MuellerHinton,Escherichia coli,11
phytosynthesis,multi,Microwave,?,No,0.08,25,3,plant,organic,plant,organic,2,5,AB,no,420,spherical,55,TEM,0.025,?,LuriaBertani,Bacillus,0
phytosynthesis,multi,Microwave,?,No,0.08,25,3,plant,organic,plant,organic,2,5,AB,no,420,spherical,55,TEM,0.025,?,LuriaBertani,Escherichia coli,12
phytosynthesis,multi,Microwave,?,No,0.08,25,3,plant,organic,plant,organic,2,5,AB,no,420,spherical,55,TEM,0.05,?,LuriaBertani,Bacillus,7
phytosynthesis,multi,Microwave,?,No,0.08,25,3,plant,organic,plant,organic,2,5,AB,no,420,spherical,55,TEM,0.05,?,LuriaBertani,Escherichia coli,12.5
phytosynthesis,multi,Microwave,?,No,0.08,25,3,plant,organic,plant,organic,2,5,AB,no,420,spherical,55,TEM,0.075,?,LuriaBertani,Bacillus,9
phytosynthesis,multi,Microwave,?,No,0.08,25,3,plant,organic,plant,organic,2,5,AB,no,420,spherical,55,TEM,0.075,?,LuriaBertani,Escherichia coli,8.5
phytosynthesis,multi,Microwave,?,No,0.017,25,3,plant,organic,plant,organic,2,5,AB,no,410,spherical_cubical_irregular,40,TEM,0.025,?,LuriaBertani,Bacillus,13
phytosynthesis,multi,Microwave,?,No,0.017,25,3,plant,organic,plant,organic,2,5,AB,no,410,spherical_cubical_irregular,40,TEM,0.025,?,LuriaBertani,Escherichia coli,9
phytosynthesis,multi,Microwave,?,No,0.017,25,3,plant,organic,plant,organic,2,5,AB,no,410,spherical_cubical_irregular,40,TEM,0.05,?,LuriaBertani,Bacillus,17
phytosynthesis,multi,Microwave,?,No,0.017,25,3,plant,organic,plant,organic,2,5,AB,no,410,spherical_cubical_irregular,40,TEM,0.05,?,LuriaBertani,Escherichia coli,9
phytosynthesis,multi,Microwave,?,No,0.017,25,3,plant,organic,plant,organic,2,5,AB,no,410,spherical_cubical_irregular,40,TEM,0.075,?,LuriaBertani,Bacillus,19
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,40,24,Agar,Escherichia coli,0.0195
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,50,24,Agar,Escherichia coli,0.02073
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,60,24,Agar,Escherichia coli,0.02166
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,40,24,Agar,Pseudomonas,0.01916
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,50,24,Agar,Pseudomonas,0.021
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,60,24,Agar,Pseudomonas,0.02167
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,40,24,Agar,Staphylococcus,0.019
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,50,24,Agar,Staphylococcus,0.02116
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,60,24,Agar,Staphylococcus,0.02116
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,40,24,Agar,Bacillus,0.01833
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,50,24,Agar,Bacillus,0.01433
phytosynthesis,single,Heating,35,No,48,100,1,plant,organic,plant,organic,2,20,BA,no,435,?,40,SEM,60,24,Agar,Bacillus,0.01716
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,452,spherical,40.6,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,9
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,108.35,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,1.17
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,56.25,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,12
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,446,spherical,20.5,FESEM,0.2,24,Agar,Escherichia coli,15
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,446,spherical,20.5,FESEM,0.2,24,Agar,Bacillus,10
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,446,spherical,20.5,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,8
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,446,spherical,20.5,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,10.3
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,452,spherical,40.6,FESEM,0.2,24,Agar,Escherichia coli,12.3
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,452,spherical,40.6,FESEM,0.2,24,Agar,Bacillus,9.7
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,452,spherical,40.6,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,9.3
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,452,spherical,40.6,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,12
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,452,spherical,40.6,FESEM,0.2,24,Agar,Escherichia coli,11
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,452,spherical,40.6,FESEM,0.2,24,Agar,Bacillus,11
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,452,spherical,40.6,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,5
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,108.35,FESEM,0.2,24,Agar,Escherichia coli,1.6
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,108.35,FESEM,0.2,24,Agar,Bacillus,1.4
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,108.35,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,1.23
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,108.35,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,1.2
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,56.25,FESEM,0.2,24,Agar,Escherichia coli,12.3
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,56.25,FESEM,0.2,24,Agar,Bacillus,9
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,56.25,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,9
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,56.25,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,13.3
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,57.4,FESEM,0.2,24,Agar,Escherichia coli,1.6
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,57.4,FESEM,0.2,24,Agar,Bacillus,1.03
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,57.4,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,1.06
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,57.4,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,1.27
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,780,Irregular,57.4,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,1.33
phytosynthesis,multi,No,25,Mechanic,24,200,15,plant,organic,plant,organic,5,100,AB,washed,446,spherical,20.5,FESEM,0.2,24,Agar,Clostridiumhaemolyticum,9
phytosynthesis,single,No,20,Mechanic,2,6,1,plant,organic,plant,organic,1.5,?,BA,no,420,Spherical_hexagonal_irregular,40,HR-TEM,?,3,LuriaBertani,Staphylococcus,20
phytosynthesis,single,No,20,Mechanic,2,6,1,plant,organic,plant,organic,3,?,BA,no,420,Spherical_hexagonal_irregular,40,HR-TEM,?,3,LuriaBertani,Staphylococcus,20
phytosynthesis,single,No,20,Mechanic,2,6,1,plant,organic,plant,organic,6,?,BA,no,420,Spherical_hexagonal_irregular,40,HR-TEM,?,3,LuriaBertani,Staphylococcus,40
phytosynthesis,single,No,20,Mechanic,2,6,1,plant,organic,plant,organic,12,?,BA,no,?,?,?,?,?,3,LuriaBertani,Pseudomonas,5
phytosynthesis,single,No,20,Mechanic,2,6,1,plant,organic,plant,organic,24,?,BA,no,?,?,?,?,?,3,LuriaBertani,Candida,80
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Staphylococcus,16.45
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Streptococcus,17.22
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Bacillus,18
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Enterococcus,14.12
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Enterococcus,16
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Enterococcus,15.32
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Escherichia coli,17.76
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Pseudomonas,15
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Pseudomonas,16.33
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Pseudomonas,11.44
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Klebsiella,13.24
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Calcateuticals anitratus,11.74
phytosynthesis,single,Autoclave,121,No,0.25,100,1,plant,organic,plant,organic,1,10,AB,washed,437,spherical,15,TEM,?,24,MuellerHinton,Salmonella,10.33
phytosynthesis,single,Heating,70,No,1,100,1,plant,organic,plant,organic,1,10,AB,no,437,spherical,40,SEM,?,24,MuellerHinton,Klebsiella,9
phytosynthesis,single,Heating,70,No,1,100,1,plant,organic,plant,organic,1,10,AB,no,437,spherical,40,SEM,?,24,MuellerHinton,Klebsiella,10
phytosynthesis,single,Heating,70,No,1,100,1,plant,organic,plant,organic,1,10,AB,no,437,spherical,40,SEM,?,24,MuellerHinton,Klebsiella,9
phytosynthesis,single,Heating,70,No,1,100,1,plant,organic,plant,organic,1,10,AB,no,437,spherical,40,SEM,?,24,MuellerHinton,Klebsiella,12
phytosynthesis,single,Heating,70,No,1,100,1,plant,organic,plant,organic,1,10,AB,no,437,spherical,40,SEM,?,24,MuellerHinton,Klebsiella,13
